Driver_ID,Age,Experience_Years,Average_Speed,Harsh_Braking_Count,Night_Driving_Hours,Distance_Per_Day,Mobile_Usage_Time,Traffic_Violations,Accident_History,Driving_Score,Risk_Level,Insurance_Premium
DRV03022,24,4,52.7,1,3.2,109.7,11.8,0,2,64,Medium,13313.54
DRV03023,57,8,75.2,5,5.2,45.3,10.8,2,0,53,Medium,12204.78
DRV03024,60,23,57.3,4,1.7,29.2,2.7,0,0,97,Low,5100.46
DRV03025,43,19,56.8,13,4.3,58.8,7.2,4,0,45,High,17195.86
DRV03026,18,0,48.8,2,10,36.6,3.7,0,0,71,Medium,12280.0
DRV03027,65,13,32.0,2,3.8,30.0,8.3,1,1,74,Medium,11231.39
DRV03028,37,16,74.1,0,3.3,92.5,18.0,1,0,85,Low,6013.64
DRV03029,19,1,64.7,4,9.5,38.2,17.4,0,0,51,Medium,12292.37
DRV03030,26,6,64.7,4,0.8,60.7,9.1,0,0,89,Low,6133.73
DRV03031,46,23,85.3,7,6.4,54.3,30.7,0,2,35,High,17098.29
DRV03032,52,32,52.5,5,0.8,24.3,9.4,2,1,73,Medium,11728.13
DRV03033,29,8,76.6,22,7.1,35.9,14.5,4,2,20,High,23255.69
DRV03034,46,22,57.6,5,3.1,5,5.6,0,1,84,Low,6960.44
DRV03035,28,2,99.3,4,6.8,52.7,25.1,1,0,33,High,17499.08
DRV03036,25,3,40.7,3,4.0,45.1,12.8,0,3,46,High,18337.78
DRV03037,51,9,53.4,0,3.9,41.9,7.5,0,0,91,Low,5267.56
DRV03038,24,6,73.7,0,0.3,56.8,6.7,1,2,66,Medium,13351.84
DRV03039,55,24,53.3,0,1.3,41.9,13.1,1,1,95,Low,6992.69
DRV03040,66,48,42.4,0,0.7,45.2,12.5,3,1,81,Medium,12377.53
DRV03041,44,16,80.8,15,4.7,54.4,22.4,1,2,20,High,19836.66
DRV03042,63,45,39.3,2,9.3,49.0,4.9,1,0,80,Low,6627.16
DRV03043,37,7,44.6,1,6.5,46.4,11.8,3,0,60,Medium,12180.24
DRV03044,25,1,25,0,3.4,26.9,5.8,0,3,62,High,18248.79
DRV03045,28,6,42.7,1,5.0,76.8,2.3,0,1,77,Low,8387.09
DRV03046,26,7,70.1,3,4.2,24.9,8.2,0,0,83,Low,7045.33
DRV03047,43,2,38.5,0,2.2,37.8,1.7,1,0,87,Low,7027.56
DRV03048,38,2,62.9,0,1.4,95.7,2.3,3,0,78,Medium,11691.12
DRV03049,53,5,64.9,0,4.2,30.0,16.5,0,0,86,Low,7265.25
DRV03050,20,2,57.3,4,3.8,25.2,8.6,0,1,71,Medium,12535.77
DRV03051,31,5,97.2,4,2.7,58.2,2.2,1,0,67,Medium,11976.36
DRV03052,20,1,43.2,11,0.9,10.3,3.3,0,0,74,Medium,11516.31
DRV03053,70,50,83.6,2,0.9,100.8,6.8,0,0,93,Low,6012.49
DRV03054,68,24,64.9,12,2.3,114.5,4.8,0,0,75,Low,6414.96
DRV03055,53,19,65.1,1,2.3,55.9,6.3,1,0,86,Low,6882.77
DRV03056,68,1,59.9,4,2.3,66.2,17.6,0,1,66,Medium,12359.53
DRV03057,50,6,60.8,0,2.4,5,12.6,1,0,90,Low,7246.93
DRV03058,49,22,99.3,0,1.2,60.8,9.1,1,0,85,Low,7450.57
DRV03059,28,10,71.9,2,10,75.1,17.9,0,0,65,Medium,10014.78
DRV03060,66,40,25,0,3.1,48.4,15.2,0,1,92,Low,7007.72
DRV03061,27,7,84.2,10,0.7,82.6,12.1,3,3,20,High,21825.03
DRV03062,19,1,55.1,2,2.8,26.1,5.4,0,3,53,High,18758.04
DRV03063,28,4,47.8,0,5.4,78.9,8.7,0,0,85,Low,7310.91
DRV03064,68,27,67.8,0,2.1,49.2,14.7,0,0,87,Low,6085.09
DRV03065,52,1,70.3,10,3.1,35.8,1.4,4,0,43,High,18600.25
DRV03066,35,17,62.0,0,1.5,58.1,13.0,1,0,94,Low,4898.29
DRV03067,52,10,63.3,4,2.3,24.1,7.7,1,4,37,High,20054.33
DRV03068,70,22,47.4,0,1.8,62.5,29.5,0,1,86,Low,6672.77
DRV03069,54,9,37.5,8,3.8,87.0,8.5,0,1,64,Medium,11611.68
DRV03070,33,4,51.7,0,1.4,67.4,8.1,0,1,91,Low,8323.42
DRV03071,68,33,72.5,3,1.5,52.9,11.0,0,2,71,Medium,11992.52
DRV03072,45,20,30.0,3,5.2,54.7,12.1,1,0,86,Low,5928.57
DRV03073,55,29,72.6,2,2.2,52.9,1.2,3,4,39,High,20032.39
DRV03074,47,25,48.0,4,1.7,54.6,22.3,0,0,93,Low,5790.88
DRV03075,54,24,65.0,0,3.0,70.3,5.5,1,0,99,Low,5441.02
DRV03076,54,2,50.5,1,1.6,69.7,14.4,3,1,50,Medium,14360.93
DRV03077,53,5,41.2,0,2.3,17.1,2.6,1,0,89,Low,7839.48
DRV03078,45,23,58.7,4,2.9,66.2,2.2,0,0,96,Low,5803.71
DRV03079,61,30,51.8,5,1.1,5.6,3.0,0,2,80,Medium,12035.14
DRV03080,34,14,25.6,5,5.7,36.0,5.8,2,1,55,Medium,12629.34
DRV03081,30,1,41.9,2,2.1,14.0,8.0,1,0,83,Low,7435.1
DRV03082,56,17,59.7,0,3.6,63.6,10.2,0,0,94,Low,5597.65
DRV03083,21,2,73.2,3,6.1,30.8,5.8,1,0,62,Medium,12191.88
DRV03084,22,3,64.8,0,1.5,83.4,11.6,0,0,96,Low,6658.02
DRV03085,55,12,25,1,0.2,38.0,20.5,1,0,82,Low,6393.16
DRV03086,43,9,45.7,0,3.0,49.1,2.7,2,0,88,Medium,11301.54
DRV03087,58,31,68.2,0,0.8,9.1,4.6,0,0,100,Low,5974.02
DRV03088,23,1,53.4,0,1.6,53.2,2.3,1,0,94,Low,7687.86
DRV03089,37,19,76.1,2,5.1,47.0,10.2,1,0,81,Low,7049.49
DRV03090,22,1,34.7,2,4.4,41.1,11.0,0,3,57,High,19157.36
DRV03091,27,2,63.3,2,1.8,14.3,5.3,1,0,79,Low,7573.05
DRV03092,67,11,67.3,1,3.3,51.9,15.4,1,1,71,Medium,10954.93
DRV03093,32,0,64.5,3,0.7,26.3,7.6,0,1,77,Low,8609.21
DRV03094,18,0,55.9,16,3.7,58.9,3.3,0,0,55,Medium,13890.08
DRV03095,52,27,52.6,1,7.2,21.8,9.1,1,3,57,High,18783.39
DRV03096,61,21,42.1,2,3.8,19.0,8.4,0,1,84,Low,6683.27
DRV03097,32,14,26.1,1,1.7,76.2,2.5,0,0,98,Low,5239.0
DRV03098,49,23,35.5,1,2.2,33.9,2.3,2,0,90,Medium,9638.46
DRV03099,37,17,82.7,0,4.2,11.5,1.5,0,0,87,Low,6406.74
DRV03100,49,3,84.2,6,1.3,106.1,38.9,1,1,40,High,18412.8
DRV03101,44,6,59.9,0,8.1,16.1,23.9,0,0,75,Low,7490.49
DRV03102,57,35,75.7,1,2.1,37.0,10.6,0,2,63,Medium,12028.84
DRV03103,49,13,50.3,0,1.1,36.5,3.9,0,0,100,Low,5276.28
DRV03104,43,11,43.6,2,3.4,55.3,3.6,0,2,67,Medium,11971.84
DRV03105,18,0,32.5,1,2.0,78.0,17.1,2,0,69,Medium,13139.69
DRV03106,19,1,85.0,2,0.7,28.3,8.0,0,0,75,Low,8736.8
DRV03107,62,37,63.6,0,6.2,53.5,23.7,4,0,54,Medium,13281.7
DRV03108,34,12,61.5,0,0.4,24.9,16.5,0,0,100,Low,5887.35
DRV03109,64,43,71.4,1,3.6,65.8,8.3,0,0,93,Low,5714.13
DRV03110,65,24,72.9,1,2.9,69.3,3.9,2,0,89,Medium,10435.48
DRV03111,36,9,66.2,4,0.8,103.5,6.7,1,0,84,Low,7028.98
DRV03112,43,12,64.2,3,1.1,5,7.6,0,0,90,Low,5731.25
DRV03113,62,4,48.7,13,0.6,29.6,7.9,3,4,20,High,22357.3
DRV03114,60,41,60.5,12,1.8,60.0,9.5,0,0,74,Medium,10571.09
DRV03115,25,2,79.4,1,4.8,54.1,10.9,1,2,49,High,19546.86
DRV03116,51,8,42.7,2,1.8,70.3,15.3,0,0,84,Low,6718.65
DRV03117,55,25,56.4,5,3.3,46.2,38.8,0,0,74,Medium,11054.17
DRV03118,65,46,68.6,0,1.9,36.4,9.3,0,0,100,Low,5584.09
DRV03119,27,7,52.6,3,1.7,44.8,3.9,2,0,86,Medium,11196.52
DRV03120,33,3,72.3,0,2.8,38.2,11.5,0,0,89,Low,6706.95
DRV03121,25,0,36.5,3,5.5,35.3,2.9,1,0,74,Medium,11205.17
DRV03122,38,12,75.2,3,5.1,42.8,15.3,0,1,60,Medium,11516.27
DRV03123,51,25,64.8,2,6.3,70.3,2.2,1,1,69,Medium,11636.94
DRV03124,25,3,68.6,5,2.6,49.0,23.9,0,1,54,Medium,12953.4
DRV03125,70,17,42.0,6,1.6,37.2,23.7,1,0,78,Low,7624.27
DRV03126,42,5,77.0,0,0.8,57.0,10.7,0,0,80,Low,6456.94
DRV03127,68,43,32.8,1,1.9,24.3,10.6,1,0,97,Low,6243.22
DRV03128,31,3,87.4,0,2.0,75.8,6.4,0,0,83,Low,6849.26
DRV03129,51,26,65.0,6,3.1,46.4,17.7,1,0,74,Medium,10895.68
DRV03130,39,13,78.5,9,0.3,35.5,5.4,0,0,69,Medium,10554.57
DRV03131,60,11,80.9,9,2.6,17.4,4.7,0,1,62,Medium,11592.48
DRV03132,33,5,48.1,0,1.7,30.4,7.3,0,0,100,Low,6635.48
DRV03133,69,3,63.0,1,1.3,87.8,15.2,1,2,58,Medium,13737.87
DRV03134,50,7,76.9,7,1.3,25.4,24.9,2,1,37,High,17680.93
DRV03135,50,5,64.2,12,3.3,32.4,9.0,0,1,51,Medium,12881.49
DRV03136,61,17,44.1,5,0.3,28.8,10.9,1,0,81,Low,7323.52
DRV03137,67,17,45.1,0,2.5,59.0,13.5,0,3,68,High,16040.42
DRV03138,47,6,52.0,1,3.5,37.3,4.9,1,0,85,Low,6932.13
DRV03139,19,1,57.9,3,1.3,52.4,7.1,3,0,66,Medium,14442.47
DRV03140,39,21,59.4,0,6.2,53.2,4.3,2,0,89,Medium,9986.07
DRV03141,67,45,48.1,10,3.2,64.3,6.9,0,0,82,Low,6396.16
DRV03142,33,9,59.0,4,0.8,53.7,10.2,0,0,93,Low,7182.64
DRV03143,18,0,32.4,7,1.7,52.3,4.5,0,1,64,Medium,13381.68
DRV03144,59,37,73.1,1,6.1,19.7,17.8,1,0,70,Medium,10709.41
DRV03145,61,24,57.1,0,1.2,46.4,10.8,0,0,100,Low,5053.87
DRV03146,55,35,74.3,0,2.2,22.2,7.9,2,2,67,Medium,12929.22
DRV03147,19,1,74.5,1,1.3,5,13.6,2,0,66,Medium,12655.79
DRV03148,24,4,25,4,1.4,53.3,7.8,0,0,76,Low,7597.45
DRV03149,67,25,43.6,2,3.8,60.7,8.8,0,1,89,Low,6941.06
DRV03150,61,12,59.6,5,0.8,48.2,4.8,0,0,99,Low,6148.63
DRV03151,49,18,81.7,8,5.4,64.6,1.2,0,1,65,Medium,11812.36
DRV03152,31,2,66.0,7,1.7,31.7,3.1,1,0,64,Medium,11795.35
DRV03153,49,29,25.2,0,1.7,39.1,1.6,1,0,100,Low,5230.79
DRV03154,69,34,53.2,4,2.9,10.0,19.9,1,1,70,Medium,11128.15
DRV03155,41,14,58.7,0,1.6,21.8,7.9,1,1,85,Low,6272.29
DRV03156,67,31,98.0,7,0.3,20.5,13.2,2,0,60,Medium,11831.82
DRV03157,36,17,54.6,0,6.4,24.2,5.9,0,2,80,Medium,11684.55
DRV03158,52,11,75.6,0,0.4,52.4,20.0,0,0,91,Low,5447.98
DRV03159,45,25,51.6,11,1.5,84.6,2.5,1,2,55,Medium,12979.44
DRV03160,69,22,51.1,6,1.3,47.5,4.9,0,1,93,Low,7364.19
DRV03161,34,0,34.1,4,1.3,39.9,1.1,2,0,79,Medium,12052.66
DRV03162,67,29,65.4,0,2.8,42.2,10.4,0,0,100,Low,5251.44
DRV03163,47,13,93.1,9,1.1,10.0,24.8,0,0,61,Medium,11539.06
DRV03164,44,16,50.1,19,3.0,32.8,30.7,0,0,44,High,16296.78
DRV03165,29,5,66.3,10,3.5,71.5,13.9,0,1,49,High,16171.08
DRV03166,23,3,46.9,1,1.2,31.1,5.3,1,0,87,Low,7516.71
DRV03167,57,22,48.3,4,7.0,5,7.0,0,1,71,Medium,11314.82
DRV03168,65,14,61.5,1,5.5,54.4,16.4,3,1,53,Medium,12399.1
DRV03169,58,14,61.5,5,0.9,89.3,19.3,0,3,55,High,17521.82
DRV03170,29,8,56.2,1,5.2,19.5,1.9,2,0,81,Medium,10954.0
DRV03171,40,2,50.8,10,1.8,35.2,8.1,0,1,63,Medium,12489.39
DRV03172,57,15,56.1,9,1.8,61.1,9.2,1,0,73,Medium,10598.46
DRV03173,44,9,49.5,4,1.1,48.0,17.7,0,1,71,Medium,10966.21
DRV03174,39,3,49.5,4,0.5,55.0,5.5,0,0,91,Low,6681.94
DRV03175,29,5,49.6,5,8.4,46.3,7.8,0,0,72,Medium,11323.57
DRV03176,65,16,54.7,2,5.4,118.8,3.3,1,0,82,Low,6962.27
DRV03177,44,18,66.0,0,0.9,72.6,14.6,0,0,94,Low,5493.76
DRV03178,38,0,47.5,8,1.7,32.1,10.6,0,0,68,Medium,11584.53
DRV03179,32,8,54.0,2,0.6,37.5,5.1,0,0,100,Low,5617.74
DRV03180,34,11,78.9,6,3.5,80.1,30.4,2,1,35,High,18465.97
DRV03181,62,22,55.1,1,0.9,58.6,2.8,0,0,100,Low,4474.79
DRV03182,23,5,68.2,6,1.6,75.5,10.5,4,1,37,High,19002.1
DRV03183,48,2,69.4,2,0.9,67.5,14.2,0,2,68,Medium,13197.41
DRV03184,61,28,54.3,9,1.7,75.2,21.7,1,1,62,Medium,12735.78
DRV03185,20,1,57.5,3,2.5,58.8,6.1,0,0,85,Low,7978.11
DRV03186,44,20,50.6,0,3.6,71.9,8.3,0,0,100,Low,5344.14
DRV03187,19,0,75.8,2,0.2,16.9,0.1,0,0,95,Low,7531.04
DRV03188,65,30,38.7,4,4.3,17.3,9.0,2,0,76,Medium,10300.26
DRV03189,28,2,65.0,2,1.0,84.1,7.0,0,0,84,Low,6647.82
DRV03190,67,43,71.9,0,4.7,31.8,16.1,1,0,80,Low,6410.5
DRV03191,52,15,54.6,8,1.4,61.6,34.6,0,1,56,Medium,11522.09
DRV03192,23,0,36.8,5,2.9,21.8,5.5,1,1,65,Medium,13663.85
DRV03193,60,38,71.9,9,3.1,51.5,16.2,0,0,66,Medium,9871.74
DRV03194,21,2,74.5,1,4.7,58.6,4.3,2,1,56,Medium,13728.69
DRV03195,39,8,63.8,0,3.0,43.4,5.8,0,1,84,Low,7657.69
DRV03196,20,2,69.4,3,6.6,29.6,6.9,0,2,45,High,17022.44
DRV03197,21,0,40.3,0,1.5,82.1,14.8,0,0,90,Low,7498.73
DRV03198,40,22,59.9,2,0.4,5,5.6,1,0,95,Low,6474.79
DRV03199,25,2,61.0,0,5.3,25.0,14.1,1,1,75,Low,9409.79
DRV03200,40,3,53.9,9,2.8,45.0,16.1,0,3,37,High,18962.79
DRV03201,49,10,68.3,2,2.9,22.8,15.7,0,1,66,Medium,10497.13
DRV03202,24,6,59.2,5,4.5,40.0,0.9,1,0,76,Low,7996.79
DRV03203,38,18,43.5,1,6.1,51.2,7.1,0,0,100,Low,5278.84
DRV03204,41,0,55.3,1,3.4,23.0,6.3,0,0,89,Low,7234.26
DRV03205,40,8,47.6,7,1.6,58.6,10.2,0,1,66,Medium,11665.04
DRV03206,18,0,68.2,1,0.5,14.6,7.6,0,0,94,Low,7339.61
DRV03207,22,4,70.7,0,3.5,62.7,7.0,0,0,92,Low,6738.61
DRV03208,33,4,52.7,3,8.6,80.2,16.0,1,0,62,Medium,11565.02
DRV03209,34,0,70.9,3,2.8,26.3,4.9,1,0,75,Low,8068.93
DRV03210,58,19,60.5,11,3.5,24.4,10.1,1,0,72,Medium,10624.1
DRV03211,69,29,26.9,1,4.9,90.1,4.3,0,0,97,Low,4443.54
DRV03212,46,26,54.0,6,0.7,45.4,1.1,2,0,87,Medium,11006.09
DRV03213,69,34,58.2,1,2.3,27.7,6.5,2,1,77,Medium,11656.47
DRV03214,20,1,40.6,0,6.7,45.0,5.2,0,0,84,Low,8471.1
DRV03215,34,10,49.5,0,2.4,40.6,7.0,0,0,96,Low,5944.34
DRV03216,62,29,56.6,0,6.7,64.2,10.3,0,1,85,Low,7136.25
DRV03217,34,1,76.1,0,2.4,76.8,4.6,0,1,82,Low,8177.31
DRV03218,31,3,55.4,0,2.6,24.1,22.6,0,1,73,Medium,12137.82
DRV03219,64,46,67.0,4,5.6,34.6,3.3,0,0,93,Low,6001.84
DRV03220,68,42,52.2,1,4.4,69.1,24.2,0,1,80,Low,7586.33
DRV03221,20,1,91.4,6,2.6,23.5,3.1,0,0,60,Medium,11646.73
DRV03222,26,7,43.1,0,0.6,73.7,19.0,1,4,45,High,19555.75
DRV03223,41,11,42.4,3,0.7,64.6,11.4,1,1,74,Medium,12310.55
DRV03224,55,35,89.4,5,3.1,60.8,24.5,2,0,50,Medium,11799.76
DRV03225,26,6,57.5,4,0.2,47.2,2.9,0,0,94,Low,6027.91
DRV03226,38,16,39.8,13,0.5,29.4,10.8,0,2,53,Medium,12074.08
DRV03227,28,3,62.9,1,0.3,61.3,15.9,2,2,58,Medium,14039.61
DRV03228,24,5,67.0,1,4.0,28.8,6.2,1,3,51,High,19305.41
DRV03229,26,2,62.3,4,1.8,77.8,3.4,0,0,85,Low,7622.94
DRV03230,28,4,58.6,4,0.4,61.6,8.9,0,1,81,Low,8708.83
DRV03231,39,1,38.7,3,5.4,12.7,5.0,0,0,76,Low,7011.68
DRV03232,44,5,29.2,4,1.8,21.2,2.2,0,0,83,Low,6755.11
DRV03233,43,7,67.4,0,3.1,37.3,3.2,0,2,74,Medium,12295.97
DRV03234,65,12,38.8,1,7.4,61.7,11.8,2,0,69,Medium,10981.01
DRV03235,37,6,66.8,1,1.3,43.4,4.3,0,0,87,Low,6053.63
DRV03236,30,8,71.2,5,1.5,40.0,1.3,1,1,70,Medium,11639.84
DRV03237,70,2,75.5,26,2.0,22.5,6.8,0,0,25,High,17128.67
DRV03238,61,1,28.5,3,3.8,41.7,1.5,0,3,53,High,18256.45
DRV03239,47,8,85.5,7,3.6,83.4,32.5,0,0,42,High,15981.45
DRV03240,41,19,88.5,10,0.4,73.0,1.4,0,0,73,Medium,10630.4
DRV03241,50,11,38.2,0,1.3,91.4,0.4,2,0,88,Medium,10085.58
DRV03242,70,19,44.1,2,4.4,64.4,11.2,3,0,68,Medium,11907.34
DRV03243,67,24,36.7,0,8.5,32.6,14.7,0,0,84,Low,5238.41
DRV03244,58,16,63.8,0,4.8,41.0,8.1,4,0,64,Medium,11502.88
DRV03245,59,32,80.8,3,1.8,53.7,6.4,0,0,87,Low,6090.13
DRV03246,36,10,60.7,0,2.7,5,17.6,4,1,52,Medium,14265.18
DRV03247,21,1,43.4,8,5.4,51.0,3.2,0,2,45,High,18689.85
DRV03248,19,1,60.4,0,2.3,110.9,20.2,0,0,80,Low,8068.76
DRV03249,59,40,51.5,0,2.6,30.7,5.0,1,0,92,Low,5750.19
DRV03250,64,4,57.2,1,6.5,36.5,12.8,0,0,76,Low,7147.5
DRV03251,55,1,70.2,0,0.6,50.9,17.4,1,1,67,Medium,11792.32
DRV03252,54,11,71.1,3,0.3,47.9,5.9,0,0,86,Low,5996.15
DRV03253,35,6,83.6,1,5.6,67.6,11.2,0,1,56,Medium,12491.48
DRV03254,59,7,56.6,1,0.3,66.7,5.6,0,0,100,Low,6348.61
DRV03255,32,8,52.3,1,1.0,55.3,8.6,0,0,97,Low,6467.77
DRV03256,30,4,70.2,4,2.7,63.5,13.7,2,0,60,Medium,12512.59
DRV03257,62,2,39.2,0,1.2,48.6,6.5,1,0,91,Low,6653.6
DRV03258,37,0,41.7,6,5.8,40.2,12.4,3,1,33,High,19344.14
DRV03259,18,0,64.1,3,0.9,5,25.8,0,1,64,Medium,13199.21
DRV03260,64,39,34.1,20,3.9,59.2,26.7,0,0,48,High,15451.1
DRV03261,39,18,66.1,0,2.3,34.0,6.1,0,0,100,Low,5395.2
DRV03262,33,13,35.8,7,0.7,14.6,11.6,1,0,78,Low,6738.06
DRV03263,65,27,39.2,2,4.7,49.3,10.2,0,1,90,Low,7879.52
DRV03264,50,14,53.5,4,6.3,40.6,9.0,0,1,72,Medium,10549.74
DRV03265,63,24,56.2,2,1.0,44.6,14.1,0,1,93,Low,6587.68
DRV03266,55,27,65.1,7,0.3,5,15.2,1,0,73,Medium,9451.57
DRV03267,48,12,67.0,2,6.5,38.0,23.7,3,0,49,High,16754.71
DRV03268,49,27,83.4,1,3.4,50.1,1.5,0,1,82,Low,7039.96
DRV03269,58,39,59.9,4,6.3,54.9,7.0,0,0,85,Low,6764.24
DRV03270,55,36,57.8,7,1.8,6.6,7.8,1,1,72,Medium,10923.71
DRV03271,20,1,41.0,5,3.2,66.8,10.9,0,1,66,Medium,13877.23
DRV03272,23,3,38.7,12,0.9,58.9,9.5,0,3,43,High,19659.61
DRV03273,35,6,64.7,8,0.6,28.6,37.3,0,0,60,Medium,12060.28
DRV03274,41,12,42.9,0,7.0,52.0,14.7,0,0,89,Low,5992.21
DRV03275,51,6,66.5,0,3.1,71.3,13.7,0,0,87,Low,7521.52
DRV03276,70,49,40.2,3,3.8,66.2,16.5,1,0,81,Low,6842.56
DRV03277,19,1,67.1,1,4.0,35.2,21.1,1,2,46,High,19220.76
DRV03278,59,9,64.9,2,2.7,58.3,5.6,2,0,76,Medium,11014.16
DRV03279,29,8,39.6,2,5.5,10.1,12.3,0,0,82,Low,7950.68
DRV03280,54,13,72.0,2,1.8,19.1,12.8,0,0,87,Low,6348.4
DRV03281,23,5,53.9,5,8.6,65.4,20.0,0,1,62,Medium,13331.89
DRV03282,21,2,47.5,5,4.1,54.4,17.0,0,0,74,Medium,11827.44
DRV03283,55,10,45.6,6,1.2,24.8,7.9,0,0,96,Low,6237.9
DRV03284,25,6,32.0,6,0.8,50.0,33.9,0,1,57,Medium,12652.04
DRV03285,37,4,55.1,1,1.1,5,11.4,1,2,62,Medium,13211.78
DRV03286,36,10,69.6,3,2.5,49.9,7.5,0,1,61,Medium,10707.57
DRV03287,36,16,54.3,3,2.6,52.5,4.9,1,0,94,Low,6519.42
DRV03288,30,0,40.2,3,7.0,51.5,16.1,3,0,53,Medium,14076.25
DRV03289,58,14,68.1,22,4.1,38.7,6.9,0,0,36,High,15585.55
DRV03290,37,15,58.4,0,2.2,10.3,4.5,1,1,88,Low,6647.94
DRV03291,45,14,44.4,0,6.0,55.1,2.0,2,0,83,Medium,10431.41
DRV03292,29,4,51.4,1,7.9,49.8,6.4,0,0,85,Low,6533.75
DRV03293,62,10,70.2,1,2.0,43.4,8.8,0,0,88,Low,5920.37
DRV03294,66,24,87.4,1,0.8,68.2,19.8,0,2,74,Medium,12777.99
DRV03295,55,9,46.8,6,2.7,79.9,10.5,3,0,56,Medium,12553.59
DRV03296,18,0,64.1,2,1.0,104.0,3.3,0,1,81,Low,8388.56
DRV03297,45,10,62.8,4,3.0,63.5,9.0,0,2,71,Medium,12537.08
DRV03298,55,32,59.6,1,2.8,5,6.6,0,3,72,High,16837.59
DRV03299,55,16,44.7,8,3.2,56.2,10.1,0,1,70,Medium,10220.27
DRV03300,18,0,82.3,2,6.5,34.8,3.9,0,0,60,Medium,12030.24
DRV03301,27,8,28.2,1,5.1,62.3,14.3,0,0,87,Low,6057.57
DRV03302,60,29,67.5,1,1.8,37.4,13.1,0,2,77,Medium,11161.71
DRV03303,45,16,33.4,8,4.2,42.1,13.8,1,0,74,Medium,10218.99
DRV03304,60,11,44.3,6,0.9,49.6,11.2,1,0,76,Low,7511.78
DRV03305,43,5,75.0,1,3.0,59.0,18.4,0,0,74,Medium,9456.15
DRV03306,22,4,55.1,2,9.5,36.8,8.4,1,0,65,Medium,11493.78
DRV03307,54,27,25,0,5.8,55.0,4.2,4,1,64,Medium,13541.0
DRV03308,59,35,53.8,4,0.9,51.3,2.7,1,0,91,Low,5847.62
DRV03309,52,23,54.3,1,1.2,33.4,13.3,0,1,92,Low,7101.12
DRV03310,26,4,25.9,5,2.0,54.6,28.2,0,2,49,High,18312.94
DRV03311,68,38,75.2,0,2.9,42.7,2.8,2,0,85,Medium,10586.77
DRV03312,43,9,65.5,0,1.6,66.0,5.2,1,3,61,High,17714.03
DRV03313,24,1,51.0,2,2.1,65.3,2.2,1,0,76,Low,7449.0
DRV03314,46,15,64.9,6,0.1,50.8,14.6,0,0,89,Low,6082.75
DRV03315,31,5,52.5,9,1.4,70.3,9.3,1,4,27,High,21409.51
DRV03316,33,13,37.7,16,2.0,14.4,12.0,0,0,66,Medium,10752.43
DRV03317,68,26,75.2,3,4.4,16.6,3.5,0,1,83,Low,6540.84
DRV03318,23,4,64.0,1,1.5,31.4,13.6,1,0,82,Low,7693.78
DRV03319,55,13,49.4,0,3.3,47.8,13.1,1,3,64,High,17159.28
DRV03320,24,2,79.3,12,4.9,21.1,7.0,4,0,20,High,19225.87
DRV03321,64,40,77.0,11,0.5,43.9,16.2,0,0,69,Medium,10158.58
DRV03322,70,17,60.9,0,2.3,65.3,4.3,0,2,81,Medium,11642.97
DRV03323,57,39,62.5,4,4.0,55.2,12.5,5,1,40,High,18016.57
DRV03324,22,1,53.7,4,2.1,54.1,3.3,1,3,46,High,20294.84
DRV03325,68,25,78.5,0,6.2,52.9,13.4,1,0,79,Low,6610.75
DRV03326,35,15,59.5,7,2.6,56.1,7.4,1,4,38,High,19073.88
DRV03327,29,5,83.8,10,4.9,39.4,11.1,1,1,36,High,18087.43
DRV03328,69,19,76.7,1,1.8,47.0,6.7,5,1,48,High,17937.67
DRV03329,63,18,72.1,5,10,52.3,15.1,0,2,41,High,16751.57
DRV03330,54,6,49.8,4,3.8,35.5,23.5,0,0,81,Low,6470.42
DRV03331,27,1,93.2,1,3.2,42.1,10.7,0,4,29,High,20755.69
DRV03332,18,0,77.2,4,3.9,47.4,20.3,1,0,53,Medium,13353.86
DRV03333,63,34,75.5,0,3.0,55.7,3.7,0,0,93,Low,5068.66
DRV03334,51,22,59.6,1,2.9,56.2,1.1,1,0,97,Low,6261.73
DRV03335,65,4,46.7,7,2.4,42.1,5.7,0,1,66,Medium,11319.0
DRV03336,65,8,48.2,2,0.9,15.7,12.1,0,0,92,Low,6873.59
DRV03337,27,5,67.3,1,0.9,26.6,20.7,0,0,86,Low,6744.77
DRV03338,30,10,67.9,3,0.9,63.7,3.0,2,0,79,Medium,11189.51
DRV03339,63,2,36.4,10,1.1,24.8,7.7,6,0,20,High,19725.45
DRV03340,58,3,63.8,4,1.5,48.1,3.2,1,0,71,Medium,12094.5
DRV03341,59,29,66.5,3,4.5,39.4,4.4,0,0,90,Low,6550.25
DRV03342,29,8,76.3,4,4.5,51.9,4.5,2,0,60,Medium,11546.0
DRV03343,57,23,85.1,10,4.5,49.9,5.0,3,0,50,Medium,13267.04
DRV03344,49,11,25,0,0.6,60.3,12.1,2,1,80,Medium,11628.34
DRV03345,65,47,69.0,1,3.6,31.6,17.2,0,0,90,Low,6138.6
DRV03346,26,1,49.7,1,1.8,49.3,11.7,0,2,64,Medium,12733.9
DRV03347,47,5,37.4,4,1.7,75.6,1.4,2,0,85,Medium,12444.67
DRV03348,24,2,40.3,1,5.5,78.9,4.8,0,0,86,Low,7258.92
DRV03349,31,1,55.3,1,0.8,68.0,14.0,2,0,77,Medium,11731.23
DRV03350,57,8,55.7,13,0.4,5,8.4,0,0,73,Medium,10726.96
